Kinetic Energy: 0 (kT) 
Potential Energy: 477.977 (kcal/mol) 
Kinetic Energy: 0 (kT) 
Potential Energy: 428.194 (kcal/mol) 
Kinetic Energy: 0 (kT) 
Potential Energy: 450.788 (kcal/mol) 
Kinetic Energy: 0 (kT) 
Potential Energy: 405.137 (kcal/mol) 
Kinetic Energy: 0 (kT) 
Potential Energy: 441.275 (kcal/mol) 
Kinetic Energy: 0 (kT) 
Potential Energy: 474.469 (kcal/mol) 
Kinetic Energy: 0 (kT) 
Potential Energy: 435.005 (kcal/mol) 
Kinetic Energy: 0 (kT) 
Potential Energy: 473.123 (kcal/mol) 
Kinetic Energy: 0 (kT) 
Potential Energy: 438.138 (kcal/mol) 
